questions,answers,intent
전원주택을 산 친구가 부러워서 나도 더 큰 집을 샀는데 다시 팔려고 해.,친구를 보고 따라 산 집이 맞지 않아 팔려고 하시는군요.,5
오늘 꿈을 꿨는데 내가 아파서 자식들이 울었어.,꿈이라서 다행이에요. 정말 슬프셨겠어요.,5
보험을 여러 개 들어두길 잘했어 덕분에 병원비 부담이 줄어서 기뻐.,병원비 때문에 치료를 놓치는 사례도 많은데 미리 대비하셨다니 다행이에요.,5
돈을 많이 못 쓰니 친구도 없고 그러네.,돈이 많이 못 써서 친구가 없다고 느끼시는군요.,5
죽을 때가 되니 자식들이 재산 가지고 싸울까 봐 걱정이야.,스트레스를 많이 받고 계시는군요. 좋은 묘안이 있을까요?,5
다른 노인들에 비해 내가 능력이 없는 거 같아 나는 기분이 좋지 않아.,능력이 없다고 느끼셔서 많이 속상하시군요.,5
이 나이 먹고 돈 걱정할 줄이야.,돈이 걱정되는 이유가 있나요?,5
당뇨가 있어서 약을 십 년 넘게 먹고 있어. 이번에 병원에 갔더니 부작용으로 신부전증이 온 거야.,많이 놀라셨겠어요. 심하다고 하나요?,5
자식들에게 병원비를 부탁했는데 다들 싫어하는 눈치야. 너무 당황스러워.,자식들이 병원비를 내려 하지 않아 당황스러우셨군요.,5
요즘에는 나가는 지출이 적어 남은 돈으로 저축을 하고 있어 무척 기쁘고 뿌듯해.,저축을 열심히 하시는 덕분에 기쁜 상태이시군요.,5
자식들은 언제나 내가 필요할 때 돈을 보내줄 것이라고 생각해.,자식들이 부모님을 아주 많이 믿고 따르나 보군요.,5
로또에 당첨됐어.,많이 신이 나시겠어요.,5
내게 돈이 많았다면 지금의 내 모습은 과연 어땠을까?,경제 상황 때문에 걱정이시군요. 좀 더 자세히 말씀해줄 수 있을까요?,5
노년에 어렵게 구한 일자린데 아프다고 그만 나오라고 하니 심란하네.,병세 때문에 일을 그만두게 되셔서 괴로우시군요.,5
금 시세가 좋다고 하는데 가진 금을 팔지 금을 더 사서 모을지 고민이야.,금은 가치변동이 심해서 살지 팔지 고민이 되겠어요.,5
노래자랑에서 대상을 수상하여 상금을 받았어.,노래자랑에서 대상을 받으셨군요. 어떤 마음이 드셨나요?,5
돈은 많이 벌어두었지만 자식도 손자도 아내도 없어서 이 돈을 혼자 쓸 곳이 없어 쓸쓸해.,돈은 있지만 아무도 곁에 없는 사실에 쓸쓸함을 느끼는군요.,5
은퇴하고 아픈 곳은 없지만 두려워.,무엇이 두려우신가요?,5
돈도 없는데 몸까지 아프니까 너무 서러워서 눈물이 나.,돈과 건강 문제로 속상하시군요. 좀 더 말씀해주세요. ,5
요즘 식욕이 떨어지고 불면증으로 괴로워.,요즘 식욕이 떨어지고 불면증으로 괴롭군요. 그럴 만한 무슨 이유가 있나요?,5
내 재정 상태를 믿어.,재정 상태에 대한 신뢰가 있으시군요.,5
갑자기 보일러가 고장이 나서 어떻게 해야 하는지 며느리에게 전화했어.,보일러가 고장이 나서 며느리분에게 전화를 하셨군요.,5
다음 달에 하나밖에 없는 조카가 유학을 간대. 기쁘면서도 마음이 초조해.,조카가 유학을 가서 기쁘시군요. 그런데 어떤 일로 초조하신 건지 알려주실 수 있나요? ,5
주변 사람들 축하 자리 때문에 너무 슬퍼.,많이 슬프시군요. 어떤 일인지 자세하게 말씀해 주실 수 있나요?,5
친구가 보증을 서달라고 성가시게 구네.,친구분이 보증 서 달라고 해서 난처하시겠네요. 보증 서 주실 거예요?,5
황 영감 말만 믿고 땅을 덜컥 샀던 것이 실수였어. 재정상태가 위태로워져서 불안해.,재정상태가 위태로워져서 불안한 마음을 가지고 계시군요.,5
요새 너무 감사해.,요새 감사할 무슨 일이 있으셨나요?,5
나 오늘 열 받았어 친구한테 투자했는데 법원에 파산 신청했다는 거야.,큰일이네요. 많은 자금을 투자하셨나요?,5
친구가 병원비로 쓸 돈이 없다고 천만 원을 빌려 달라는데 나도 병원비 때문에 돈이 급해서 고민돼.,병원비 문제로 많이 고민되시겠어요.,5
운영하는 가게 매출이 점점 떨어져서 고민이야.,가게 매출이 떨어져서 고민이 크시겠어요.,5
일이 구해지지 않아서 지금 가지고 있는 부동산을 팔아야 할 것 같아. 너무 울분이 터져.,부동산을 팔아야 할 정도로 형편이 어려우시군요. 많이 속상하시겠어요.,5
이 은행은 예금 이자가 높아서 다른 은행보다 거래하기가 즐거워.,이자가 높아서 거래하시는 게 즐거우시군요.,5
최근에 집에 전기가 끊겼어. 전기세를 낼 돈이 부족하여 너무 슬프다네.,전기세를 내지 못해 정신적으로 너무 힘드시겠어요.,5
치료가 시급해서 돈을 빌리러 다니고 있었는데 손자가 돈을 줘서 너무 기뻐.,도움이 필요할 때 손자가 도움을 줘서 기쁘시겠네요.,5
요즘 사람들은 노인을 잘 안 도와줘. 대가를 바랄 뿐이야.,요즘 사회에 대해 회의적인 감정을 느끼시는 군요.,5
아직 살 날도 많이 남았는데 모아 둔 돈이 없어 걱정이야.,노후 때문에 걱정이시군요.,5
돈에 대해 방어적인 태도를 가지려고.,돈에 대해 방어적인 태도를 가져야겠다고 생각하셨군요. 어떤 면에서 그러신지 자세히 말씀해주세요.,5
십 년 전에 투자한 주식이 많이 올라 너무 좋아.,주식 가격이 올라 좋으시겠어요. 어느 기업에 투자하신 거예요?,5
비싼 옷을 사긴 했는데 이렇게 카드값이 많이 나왔다니. ,맞아요. 쇼핑할 때와 카드값 갚을 때의 마음이 다르죠. ,5
옆집 노인네가 나를 너무 괴롭혀서 화가 나서 노인네 가방 속의 돈을 훔쳤어.,옆집 이웃이 너무 괴롭혀서 화가 나셨군요.,5
돈 상태에 화가 나.,돈 때문에 화가 나셨군요. 왜 그러신가요?,5
남편이 아파서 간호하느라 힘든데 나도 안 좋은 진단을 받았어. 앞으로 병원비가 걱정이야.,상황이 좋지 않아 몸도 마음도 지치시겠어요.,5
노후 준비를 제대로 안 한 탓에 전세방 하나 못 구하고 있으니 눈물이 난다.,전세방 구할 돈이 부족해서 마음이 좋지 않으시군요.,5
노후를 대비해 작은 가게를 내고 아내와 아들더러 운영하게 했는데 가게가 잘 되어서 만족스러워.,가게가 잘되고 있어 만족스러우신가 봐요.,5
아무리 노력해도 고령자는 이 사회에서 돈을 벌기가 힘들어.,고령자는 직업을 갖기 힘들어서 고민이시군요.,5
잘 되던 사업이 부도나니까 주변 사람들이 떠나는 게 한 순간이더라.,주변 사람들이 내 상황이 변했다고 나를 떠나서 많이 상처받으셨겠어요.,5
돈이 없어 인생에 아무런 도움도 안 되었다고 원망하는 아들에게 미안한 마음뿐이야.,인생에 아무런 도움도 안 되었다고 말하는 아들로 인해 마음이 많이 아프시겠어요.,5
얼마 전 최 씨 할머니가 내 돈을 훔쳐 갔어. 그런데도 뻔뻔하게 내 손을 붙잡아서 너무 화가 나 손을 뿌리쳤어.,최 씨 할머니가 돈을 훔쳐 갔는데도 속이면서 손을 붙잡아 화가 나셨군요.,5
집으로 찾아와 돈을 요구하는 자식들이 괘씸해.,집에 와서 돈을 달라는 자식들이 괘씸하시군요. ,5
내가 돈이 없어서 자식들에게 짐이 되는 것이 너무 우울해.,재정 형편이 좋지 않아서 자식 분들에게 짐이 된다고 느끼시다니 속상하시겠어요.,5
보험금을 받아 사업체에 투자했는데 잘못될까 봐 불안해.,보험금을 투자한 사업체가 잘 안 될까 봐 걱정하고 있군요.,5
돈이 없으니 어딜 나가지도 누굴 만나지도 못하며 지내니 허전하고 외롭구나.,돈으로 인해 할 수 있는 게 없어서 허전하고 외로우시군요.,5
내가 지금은 건강하지만 어차피 나중엔 병들어 죽게 될 거라 생각하니 슬퍼.,언젠가 병이 든다는 생각이 들어서 슬프시군요.,5
은행에 가서 일을 보는데 너무 시간이 오래 걸렸어. 짜증이 났네.,은행 업무가 너무 오래 걸려서 짜증이 나셨군요.,5
작년에 아파트를 매수하지 않은 게 너무 후회돼.,아파트 사지 않은 걸 후회하시는군요.,5
최 영감은 나에게 빌린 돈을 꼭 갚을 사람이라고 믿어.,최 영감님을 아주 신뢰하시는군요.,5
내가 모아둔 노후 자금도 있는데 내 자식들이 따로 용돈도 주니 행복하게 지내고 있어.,자식들이 용돈까지 주시니 더욱 행복하고 풍요롭게 지내시겠군요.,5
자식들한테 병원비를 빌릴 때마다 부끄러워서 얼굴을 들 수가 없어.,그럴 때마다 상당히 부끄러웠겠어요.,5
돈을 벌러 나갔다가 나이가 많다는 이유로 채용이 안 됐어. 너무 화가 나.,그런 대우를 받아서 화가 나시겠어요.,5
만나면 돈 이야기만 하다 집에 가는 친구가 있는데 정말 싫어.,만나면 돈 이야기만 하는 친구가 싫으시군요.,5
아내 질병 보험금을 가지고 도박한 사실을 들켰어.,들켰을 때 많이 당황스러우셨겠어요.,5
예전에 내가 잘 나갈 땐 주변에서 그렇게 치켜세우더니 이젠 나이 먹었다고 무시를 하네.,주변분들의 무시로 인해 기분이 많이 상하셨나 보군요.,5
퇴직하고 재정도 안정적이니까 스트레스가 사라져서 매일 행복해.,퇴직하고 재정도 안정적이니 스트레스가 사라지셔서 행복하시겠어요.,5
요즈음 돈 때문에 자식들 눈치를 보는 게 날 좌절하게 만들어.,눈치를 보시는 게 힘드셨군요. 많이 힘드셨겠어요.,5
어제는 아들이 와서 살기가 어렵다고 금전적으로 좀 도와 달라고 하는 거야. 돈이 좀 있는데도 없다 하고 돌려보내서 좀 마음이 걸려.,아드님의 경제적 도움 요청을 거절해서 마음이 불편하시군요.,5
다 정리하고 놀러나 다닐까.,어떤 일이 있으셔서 놀러다니고 싶은 마음이 드셨나요?,5
이번에 정부에서 주는 재난지원금을 못 받으면 약을 살 수 없어.,재난지원금을 받지 못하면 약을 사지 못해 많이 걱정스러우시겠어요.,5
지금 생각해보니 사는 데 급급해서 자식들의 교육에 신경 써주지 못한 것 같아 미안해.,자식들에게 더 신경 쓰지 못한 게 마음에 걸리시는군요.,5
암 수술 비용이 생각했던 것보다 너무 비싸 충격을 받았어.,암 수술 비용이 생각보다 비싸 충격이셨군요.,5
항상 건강할 줄만 알았는데 내 몸 하나 제대로 못 가누게 됐어.,건강이 안 좋아지셔서 많이 슬프시겠어요.,5
나에게 돈이 없다는 걸 알고는 아들이 나를 찾지 않아.,아들이 오지 않아 그립고 슬프겠어요.,5
김 영감 말대로 했더니 결국 재산 손해가 막심해.,김 영감님의 말대로 하셔서 재산 손해를 많이 보셨군요. 조금 더 자세히 말씀해 주시겠어요?,5
암이 전이되어서 얼른 수술결정을 해야 하는데 아들에게 부담이 되는 거 같아 말할 수 없어서 우울해.,암 전이 사실을 돈 때문에 자식에게 말 할 수 없는 사실이 너무 슬프시겠어요.,5
나랑 비슷한 나이인 사람들을 볼 때마다 가난하고 아픈 내 신세가 서러워.,비슷한 나이의 사람들을 볼 때 서러우시군요.,5
돈이 없어서 정말 문제야.,돈이 없어서 어떤 부분이 문제가 되나요?,5
내 치료비 구하겠다고 아픈 우리 딸이 가리지 않고 일을 한 걸 알게 됐어.,따님이 아픈 몸을 이끌고 치료비를 벌어왔다는 생각에 속상하시군요.,5
연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작해서 좋아.,다른 꿈을 도전하기 위해 카페를 차리셨군요. 기쁘시겠어요.,5
앞집 사장님이 이자에 대한 부담을 주지 않고 돈을 빌려줘서 다행이야.,사장님이 이자에 대한 부담을 주지 않고 돈을 빌려줘서 다행이군요.,5
상견례 자리에서 우리의 경제력이 뒤쳐진다고 결혼을 다시 생각해보자고 하네. 결혼이 취소될까 불안해.,경제력이 뒤쳐지는 것 때문에 아들의 결혼이 취소될까 봐 불안하시군요.,5
요새 스트레스가 심해.,요새 스트레스가 심하시군요. 무슨 일이 있으셨나요?,5
요즘 고민이 많아.,어떤 고민을 하고 계세요?,5
사업이 대패해서 전 재산을 날려서 너무 슬퍼.,전 재산을 날려서 많이 슬프겠군요.,5
연금 받으면 충분히 살 수 있을 줄 알았어.,무슨 어려움이 있으신가요?,5
인간이면 어떻게 그럴 수가 있을까? 더구나 부모이면서 말이야.,부모의 모습이 어떤데요? 무슨 일이 있으신가요?,5
그렇게 믿었던 친구였는데 날 속이다니 믿기질 않아.,친구관계에 문제가 있으셨군요.,5
재정 상태가 편안해.,재정 상태가 불안하시군요.,5
돈 때문에 정말 스트레스야.,돈 때문에 스트레스 받으셨군요. 무슨 일인지 자세히 말씀해 주시겠어요?,5
믿고 투자한 회사 주가가 폭락했어. 투자금액의 절반도 회수가 안돼.,믿고 투자한 회사 주가가 폭락해서 투자금액을 절반 이상을 잃게 됐군요.,5
십 년 동안 꾸준히 모든 돈을 사기했어.,십 년 모았으면 정말 큰 돈일 텐데 너무 슬프겠어요.,5
신용등급이 낮아서 대출을 받지 못했어. 너무 우울하다.,낮은 신용등급 때문에 대출을 받지 못하다니 정말 슬프실 것 같아요.,5
늙어서 몸도 아픈데 돈이 없으니 항상 걱정이야.,그렇군요. 좋은 방법이 없을까요?,5
아내가 우울증 때문에 말려도 자꾸 도박을 해서 걱정돼.,우울증으로 도박하는 아내 때문에 걱정이시군요.,5
